"39507;PTUTM;***;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-202A;IPAN;PISTON;SINGLE ENGINE;1800;1800;1;2005;BRAZIL;BRAZIL;PLANE;AGRICULTURAL;C.T.O. ITAÚ;OUTSIDE AERODROME;ANOTHER STAGE;AGRICULTURAL;SUBSTANTIAL;0"
"39527;PTURT;***;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTON;SINGLE ENGINE;1800;1800;1;2004;BRAZIL;BRAZIL;PLANE;PARTICULAR;FAZENDA IRMÃOS MUNARETTO;FAZENDA IRMÃOS MUNARETTO;FLYING LOW HEIGHT;AGRICULTURAL;SUBSTANTIAL;0"
"39627;PRMYE;REGULAR;PLANE;AIRBUS INDUSTRIE;A320-214;A320;JET;BIMOTOR;70000;70000;184;2009;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;REGULAR;LIGHT;0"
"39687;PTUPW;***;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTON;SINGLE ENGINE;1800;1800;1;2003;BRAZIL;BRAZIL;PLANE;SPECIALIZED;SANTA TEREZINHA;COMANDANTE ANTONIO AMILTON BERALDO;SPECIALIZED;SPECIALIZED;NONE;0"
"39707;PTEVH;***;PLANE;EMBRAER;EMB-810C;PA34;PISTON;BIMOTOR;2073;2073;7;1979;BRAZIL;BRAZIL;PLANE;PARTICULAR;EDUARDO GOMES;LÁBREA;CRUISE;PRIVATE;LIGHT;0"
"39709;PTOLF;***;PLANE;PIPER AIRCRAFT;PA-31T1;PAY1;turboprop;BIMOTOR;3946;3946;7;1980;BRAZIL;BRAZIL;PLANE;PARTICULAR;MINISTRO VICTOR KONDER;BACACHERI;RACE AFTER LANDING;PRIVATE;NONE;0"
"39711;PTZPJ;EXPERIMENTAL;PLANE;ANTONIO CESAR DA SILVA AMARAL;LANCAIR SUPER E;ZZZZ;PISTON;SINGLE ENGINE;1452;1452;4;2009;BRAZIL;BRAZIL;PLANE;EXPERIMENTAL;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;EXPERIMENTAL;SUBSTANTIAL;0"
"39727;PTSOG;***;PLANE;EMBRAER;EMB-110P1;E110;turboprop;BIMOTOR;5670;5670;20;1991;BRAZIL;BRAZIL;PLANE;AIR TAXI;FAZENDA PAIAGUAS;MARECHAL RONDON;LANDING;AIR TAXI;LIGHT;0"
"39747;PTEHG;AIR TAXI;PLANE;EMBRAER;EMB-820C NAVAJO;PA31;PISTON;BIMOTOR;3175;3175;10;1976;BRAZIL;BRAZIL;PLANE;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;TAKE-OFF;AIR TAXI;LIGHT;0"
"39748;PRWAR;SPECIALIZED;PLANE;CESSNA AIRCRAFT;A188B;C188;PISTON;SINGLE ENGINE;1497;1497;1;1975;BRAZIL;BRAZIL;PLANE;SPECIALIZED;OUTSIDE AERODROME;OUTSIDE AERODROME;SPECIALIZED;SPECIALIZED;NONE;0"
"39768;PRESP;DIRECT MANAGEMENT;PLANE;HAWKER BEECHCRAFT;B200GT;BE20;turboprop;BIMOTOR;5670;5670;9;2008;BRAZIL;BRAZIL;PLANE;DIRECT MANAGEMENT;OUTSIDE AERODROME;OUTSIDE AERODROME;MANEUVER;POLICEMAN;LIGHT;0"
"39772;PRLJR;PARTICULAR;PLANE;PILATUS;PC-12/47;PC12;turboprop;SINGLE ENGINE;4740;4740;10;2006;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;PRIVATE;NONE;0"
"39787;PPFKI;INSTRUCTION;PLANE;AERO BOERO;AB-115;AB11;PISTON;SINGLE ENGINE;770;770;2;1990;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;INSTRUCTION;LIGHT;0"
"39789;PTGPL;SPECIALIZED;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTON;SINGLE ENGINE;1800;1800;1;1977;BRAZIL;BRAZIL;PLANE;SPECIALIZED;OUTSIDE AERODROME;OUTSIDE AERODROME;ENGINE CHECK OR ROTOR;SPECIALIZED;LIGHT;0"
"39807;PTBXF;INSTRUCTION;PLANE;CESSNA AIRCRAFT;150E;C150;PISTON;SINGLE ENGINE;726;726;2;1965;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;INSTRUCTION;LIGHT;0"
"39809;PTVFM;PARTICULAR;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTON;SINGLE ENGINE;1157;1157;4;1989;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAKE-OFF;PRIVATE;LIGHT;0"
"39810;PTEZN;AIR TAXI;PLANE;EMBRAER;EMB-820C NAVAJO;PA31;PISTON;BIMOTOR;3175;3175;10;1979;BRAZIL;BRAZIL;PLANE;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;TAKE-OFF;AIR TAXI;NONE;0"
"39828;PPEOD;DIRECT MANAGEMENT;HELICOPTER;EUROCOPTER FRANCE;AS 350 B2;AS50;turboshaft;SINGLE ENGINE;2250;2250;6;1992;BRAZIL;BRAZIL;HELICOPTER;DIRECT MANAGEMENT;OUTSIDE AERODROME;OUTSIDE AERODROME;MANEUVER;POLICEMAN;LIGHT;0"
"39847;PRLJS;PARTICULAR;PLANE;CIRRUS DESIGN;SR22;SR22;PISTON;SINGLE ENGINE;1542;1542;4;2006;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;PRIVATE;LIGHT;0"
"39848;PTMXA;REGULAR;PLANE;AIRBUS INDUSTRIE;A321-231;A321;JET;BIMOTOR;89000;89000;232;2007;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;ANOTHER STAGE;REGULAR;NONE;0"
"39849;PRMHZ;REGULAR;PLANE;AIRBUS INDUSTRIE;A320-214;A320;JET;BIMOTOR;77000;77000;184;2008;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;ASCENT;REGULAR;NONE;0"
"39850;PRJFS;INSTRUCTION;PLANE;AEROMOT;AMT-600;GURI;PISTON;SINGLE ENGINE;900;900;2;2006;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;INSTRUCTION;LIGHT;0"
"39851;PROAM;REGULAR;PLANE;FOKKER;F28MK0100;F100;JET;BIMOTOR;44450;44450;107;1993;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;REGULAR;NONE;0"
"39887;PTNYV;***;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTON;SINGLE ENGINE;1157;1157;4;1982;BRAZIL;BRAZIL;PLANE;INSTRUCTION;CARLOS PRATES;CARLOS PRATES;ASCENT;INSTRUCTION;SUBSTANTIAL;0"
"39910;PTMZH;REGULAR;PLANE;AIRBUS INDUSTRIE;A320-232;A320;JET;BIMOTOR;70000;70000;184;1999;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAKE-OFF;REGULAR;LIGHT;0"
"39913;PTMEA;***;PLANE;CESSNA AIRCRAFT;208B;C208;turboprop;SINGLE ENGINE;3969;3969;11;1993;BRAZIL;BRAZIL;PLANE;AIR TAXI;***;CRUZEIRO DO SUL;TAKE-OFF;AIR TAXI;NONE;0"
"39914;PPGMA;INSTRUCTION;PLANE;AERO BOERO;AB-115;AB11;PISTON;SINGLE ENGINE;770;770;2;1992;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;CIRCUIT TRAFFIC;INSTRUCTION;NONE;0"
"39916;PTLJK;***;PLANE;LEARJET;35A;LJ35;JET;BIMOTOR;8301;8301;10;1981;BRAZIL;BRAZIL;PLANE;AIR TAXI;EDUARDO GOMES;OUTSIDE AERODROME;TAKE-OFF;AIR TAXI;LIGHT;0"
"39930;PTWKQ;***;PLANE;CESSNA AIRCRAFT;550;C550;JET;BIMOTOR;6033;6033;7;1991;BRAZIL;BRAZIL;PLANE;AIR TAXI;AEROPUERTO INTERNACIONAL MINISTRO PISTARINI;AFONSO PENA;CRUISE;AIR TAXI;NONE;0"
"39933;PTOID;***;PLANE;CESSNA AIRCRAFT;310R;C310;PISTON;BIMOTOR;2495;2495;6;1976;BRAZIL;BRAZIL;PLANE;PARTICULAR;DOUTOR RAMALHO FRANCO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DESCENT;PRIVATE;DESTROYED;2"
"39967;PTHOZ;AIR TAXI;HELICOPTER;BELL HELICOPTER;206B;B06;turboshaft;SINGLE ENGINE;1451;1451;5;1976;BRAZIL;BRAZIL;HELICOPTER;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;CRUISE;AIR TAXI;NONE;0"
"39969;PRGEA;***;PLANE;BOEING COMPANY;737-7EH;B737;JET;BIMOTOR;70080;70080;154;2009;BRAZIL;BRAZIL;PLANE;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;ASCENT;REGULAR;NONE;0"
"39972;PTNZO;PARTICULAR;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTON;SINGLE ENGINE;1315;1315;4;1980;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;CRUISE;PRIVATE;NONE;0"
"39987;PTAFX;SPECIALIZED;PLANE;CESSNA AIRCRAFT;170A;C170;PISTON;SINGLE ENGINE;998;998;1;1950;BRAZIL;BRAZIL;PLANE;SPECIALIZED;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;SPECIALIZED;LIGHT;0"
"39988;PTFLF;INSTRUCTION;PLANE;CESSNA AIRCRAFT;152;C152;PISTON;SINGLE ENGINE;757;757;2;1977;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;INSTRUCTION;LIGHT;0"
"39992;PRUUT;***;PLANE;EMBRAER;EMB-500;E50P;JET;BIMOTOR;4750;4750;6;2009;BRAZIL;BRAZIL;PLANE;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CAMPO DE MARTE;RACE AFTER LANDING;PRIVATE;LIGHT;0"
"39993;PTBKU;***;PLANE;CESSNA AIRCRAFT;150J;C150;PISTON;SINGLE ENGINE;726;726;2;1969;BRAZIL;BRAZIL;PLANE;INSTRUCTION;GOVERNADOR JOSÉ RICHA;OUTSIDE AERODROME;TAKE-OFF;INSTRUCTION;LIGHT;0"
"40027;PPFKV;INSTRUCTION;PLANE;AERO BOERO;AB-115;AB11;PISTON;SINGLE ENGINE;770;770;2;1990;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;TAKE-OFF;INSTRUCTION;LIGHT;0"
"40069;PPMAW;***;HELICOPTER;HELIBRAS;AS 350 B3;AS50;turboshaft;SINGLE ENGINE;2250;2250;7;1999;BRAZIL;BRAZIL;HELICOPTER;PARTICULAR;OUTSIDE AERODROME;UNICID - UNIVERSIDADE CIDADE DE SÃO PAULO;STARTING THE ENGINE;PRIVATE;DESTROYED;0"
"40087;PTAKS;***;PLANE;CESSNA AIRCRAFT;210H;C210;PISTON;SINGLE ENGINE;1542;1542;4;1969;BRAZIL;BRAZIL;PLANE;PARTICULAR;ANÁPOLIS;FAZENDA SÃO LUIZ;TAKE-OFF;PRIVATE;SUBSTANTIAL;0"
"40088;PTJTM;***;PLANE;BEECH AIRCRAFT;E55;BE55;PISTON;BIMOTOR;2404;2404;6;1974;BRAZIL;BRAZIL;PLANE;DIRECT MANAGEMENT;ATLAS BRASIL CANTANHEDE;SERRA DO SOL;LANDING;NO REGULAR;SUBSTANTIAL;0"
"40089;PTIXG;***;PLANE;CESSNA AIRCRAFT;210L;C210;PISTON;SINGLE ENGINE;1724;1724;6;1973;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;ANOTHER STAGE;PRIVATE;SUBSTANTIAL;0"
"40107;PTEOS;***;PLANE;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PA32;PISTON;SINGLE ENGINE;1542;1542;7;1977;BRAZIL;BRAZIL;PLANE;AIR TAXI;BREVES;GURUPÁ;LANDING;AIR TAXI;LIGHT;0"
"40147;PTWOO;***;PLANE;PIPER AIRCRAFT;PA-34-220T;PA34;PISTON;BIMOTOR;2155;2155;6;1997;BRAZIL;BRAZIL;PLANE;PARTICULAR;BACACHERI;JOSÉ CLETO;LANDING;PRIVATE;SUBSTANTIAL;0"
"40148;PTLCI;***;PLANE;CESSNA AIRCRAFT;185;C185;PISTON;SINGLE ENGINE;1451;1451;6;1962;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;ESTÂNCIA SANTA MARIA;FINAL APPROACH;PRIVATE;SUBSTANTIAL;0"
"40149;PPGYK;***;PLANE;XAVANTE;A-122-B;A122;PISTON;SINGLE ENGINE;840;840;2;1974;BRAZIL;BRAZIL;PLANE;INSTRUCTION;BRIGADEIRO ARARIPE MACEDO;OUTSIDE AERODROME;TAKE-OFF;INSTRUCTION;DESTROYED;0"
"40150;PTJXO;***;PLANE;BEECH AIRCRAFT;A36;BE36;PISTON;SINGLE ENGINE;1632;1632;6;1974;BRAZIL;BRAZIL;PLANE;DIRECT MANAGEMENT;SALGADO FILHO;ITAQUI;LANDING;POLICEMAN;LIGHT;0"
"40168;PREGB;PARTICULAR;PLANE;DASSAULT AVIATION;FALCON 10;FA10;JET;BIMOTOR;8300;8300;9;1975;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;CRUISE;PRIVATE;NONE;0"
"40170;PPMTA;REGULAR;PLANE;MCDONNELL DOUGLAS;DC-10-30F;DC10;JET;TRIMOTOR;256280;256280;7;1975;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;REGULAR;NONE;0"
"40171;PPGBW;***;PLANE;AERO BOERO;AB-115;AB11;PISTON;SINGLE ENGINE;770;770;2;1991;BRAZIL;BRAZIL;PLANE;INSTRUCTION;PORTO NACIONAL;OUTSIDE AERODROME;TAKE-OFF;INSTRUCTION;SUBSTANTIAL;0"
"40190;PROAM;REGULAR;PLANE;FOKKER;F28MK0100;F100;JET;BIMOTOR;44450;44450;107;1993;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;REGULAR;NONE;0"
"40207;PTVJP;AIR TAXI;PLANE;EMBRAER;EMB-810D;PA34;PISTON;BIMOTOR;2155;2155;6;1989;BRAZIL;BRAZIL;PLANE;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;AIR TAXI;NONE;0"
"40209;PPKBS;INSTRUCTION;PLANE;XAVANTE;A-122-B;A122;PISTON;SINGLE ENGINE;840;840;2;1978;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;FINAL STRAIGHT;INSTRUCTION;NONE;0"
"40210;PTKDZ;PARTICULAR;PLANE;CESSNA AIRCRAFT;182P;C182;PISTON;SINGLE ENGINE;1338;1338;5;1974;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;ASCENT;PRIVATE;NONE;0"
"40211;PRCHE;AIR TAXI;HELICOPTER;SIKORSKY AIRCRAFT;S-76C;S76;turboshaft;BIMOTOR;5307;5307;14;2007;BRAZIL;BRAZIL;HELICOPTER;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;TAKE-OFF;AIR TAXI;NONE;0"
"40212;PPXRK;EXPERIMENTAL;PLANE;***;BUMERANGUE EX27;ZZZZ;PISTON;SINGLE ENGINE;1194;1194;4;2008;BRAZIL;BRAZIL;PLANE;EXPERIMENTAL;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;EXPERIMENTAL;NONE;0"
"40213;PTDSO;***;PLANE;CESSNA AIRCRAFT;210K;C210;PISTON;SINGLE ENGINE;1724;1724;6;1970;BRAZIL;BRAZIL;PLANE;PARTICULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;PRIVATE;LIGHT;0"
"40214;PTWTT;***;PLANE;BEECH AIRCRAFT;58;BE58;PISTON;BIMOTOR;2449;2449;6;1974;BRAZIL;BRAZIL;PLANE;INDIRECT ADMINISTRATION;OURILÂNDIA DO NORTE;OUTSIDE AERODROME;LANDING;PRIVATE;SUBSTANTIAL;0"
"40215;PRTTH;REGULAR;PLANE;AEROSPATIALE AND ALENIA;ATR-42-500;AT45;turboprop;BIMOTOR;18600;18600;52;1996;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;REGULAR;NONE;0"
"40227;PTMFT;REGULAR;PLANE;AEROSPATIALE AND ALENIA;ATR-42-320;AT43;turboprop;BIMOTOR;16700;16700;50;1992;BRAZIL;BRAZIL;PLANE;REGULAR;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;REGULAR;NONE;0"
"40228;PTIDY;INSTRUCTION;PLANE;PIPER AIRCRAFT;PA-34-200;PA34;PISTON;BIMOTOR;1905;1905;7;1972;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;CIRCUIT TRAFFIC;INSTRUCTION;LIGHT;0"
"40247;PTEQV;INSTRUCTION;PLANE;EMBRAER;EMB-810C;PA34;PISTON;BIMOTOR;2073;2073;6;1977;BRAZIL;BRAZIL;PLANE;INSTRUCTION;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;INSTRUCTION;LIGHT;0"
"40248;PRSSB;SPECIALIZED;PLANE;CESSNA AIRCRAFT;208B;C208;turboprop;SINGLE ENGINE;4110;4110;3;2000;BRAZIL;BRAZIL;PLANE;SPECIALIZED;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;SPECIALIZED;LIGHT;0"
"40250;PPZAV;EXPERIMENTAL;PLANE;NILSON SULZBACH PERES;KIT FOX;ZZZZ;PISTON;SINGLE ENGINE;530;530;2;1989;BRAZIL;BRAZIL;PLANE;EXPERIMENTAL;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;EXPERIMENTAL;SUBSTANTIAL;0"
"40251;PTHML;DIRECT MANAGEMENT;HELICOPTER;HELIBRAS;HB-350B;AS50;turboshaft;SINGLE ENGINE;1950;1950;6;1983;BRAZIL;BRAZIL;HELICOPTER;DIRECT MANAGEMENT;OUTSIDE AERODROME;OUTSIDE AERODROME;hovered;POLICEMAN;NONE;0"
"40258;PRVOA;AIR TAXI;PLANE;EMBRAER;EMB-810C;PA34;PISTON;BIMOTOR;2073;2073;7;1977;BRAZIL;BRAZIL;PLANE;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;RACE AFTER LANDING;AIR TAXI;LIGHT;0"
"40260;PPEJJ;DIRECT MANAGEMENT;HELICOPTER;HELIBRAS;AS 350 B2;AS50;turboshaft;SINGLE ENGINE;2250;2250;6;1996;BRAZIL;BRAZIL;HELICOPTER;DIRECT MANAGEMENT;OUTSIDE AERODROME;OUTSIDE AERODROME;CIRCUIT TRAFFIC;POLICEMAN;LIGHT;0"
"40261;PUEPM;EXPERIMENTAL;ultralight;EDSON PIMENTEL MATHEUS;MAX M22;ULAC;PISTON;SINGLE ENGINE;550;550;2;2002;BRAZIL;BRAZIL;ultralight;EXPERIMENTAL;OUTSIDE AERODROME;OUTSIDE AERODROME;LANDING;EXPERIMENTAL;LIGHT;0"
"40262;PTXIB;AIR TAXI;PLANE;CESSNA AIRCRAFT;560XL;C56X;JET;BIMOTOR;9072;9072;10;1999;BRAZIL;BRAZIL;PLANE;AIR TAXI;OUTSIDE AERODROME;OUTSIDE AERODROME;TAXI;AIR TAXI;LIGHT;0"
"40264;PTESS;***;PLANE;EMBRAER;EMB-810C;PA34;PISTON;BIMOTOR;2073;2073;6;1978;BRAZIL;BRAZIL;PLANE;AIR TAXI;ESTÂNCIA SANTA RITA;FAZENDA SANTO ANTÔNIO;LANDING;AIR TAXI;SUBSTANTIAL;0"
