"39316;035/2011;2011-05-18;2011-05-27;2011-07-07;Increase oversight of flying clubs and aviation schools - to detect and correct irregularities in the air instruction process before that may contribute to the occurrence of aircraft accidents.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39318;471/2012;2012-11-19;2012-12-11;2013-04-22;Reassess maintenance programs approved for companies operating under part 135 - with respect to the limits to overhaul established by Pratt & Whitney for the PT6 series engines - in particular with respect to the calendar limits.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39318;472/2012;2012-11-19;2012-12-11;2014-02-18;Conduct an audit in Piquiatuba Taxi-Air Ltda. In order to check their operating conditions.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39318;473/2012;2012-11-19;2012-12-11;2014-04-15;Conduct an audit in CONAL. - National Aircraft Construction Company Ltd. in order to verify its operational conditions.;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39318;474/2012;2012-11-19;2012-12-11;2014-04-15;Act with the Piquiatuba Taxi-Air Ltda. - In order to increase its oversight mechanisms of maintenance services in order to prevent the release of aircraft for flight inspection and / or revisions due and non aeronautical items installed.;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39318;475/2012;2012-11-19;2012-12-11;2014-02-18;Act with the Piquiatuba Taxi-Air Ltda. - Aiming to improve the flight safety management in the company - providing human and material resources to the prevention of aircraft accidents.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39319;067/2011;2011-06-30;2011-08-01;2013-09-17;Adopt mechanism to standardize assessments made by Civil Aviation Inspectors (INSPAC) - in the sense that is required of the evaluated the theoretical and practical demonstration of affection knowledge to aircraft performance charts - as well as thorough knowledge of emergency procedures.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39319;068/2011;2011-06-30;2011-08-01;2011-09-12;Carry out an awareness campaign with the pilots returned to the disclosure of the risks inherent in the use of non-approved IFR procedures.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39319;069/2011;2011-06-30;2011-08-01;2011-09-12;Carry out an awareness campaign with the pilots returned to the disclosure of the consequences resulting from the haste in carrying out the planning and preparation of the flight.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39320;035/2010;2010-05-13;2010-04-20;NULL;An operational security mechanism that determines the pilots before every flight - to evaluate the influence of environmental conditions (temperature - pressure altitude and wind) in planning takeoff.;AWAITING RESPONSE;BRASAG;BRAZIL AGRICULTURAL SERVICES AERO";;;;;;;;;
"39320;036/2010;2010-05-13;2010-05-13;NULL;Deploy immediately - specific procedures for monitoring the activities of the agricultural pilot and the support staff regarding the planning of the flight - the installation of wind sock and ground reconnaissance.;AWAITING RESPONSE;BRASAG;BRAZIL AGRICULTURAL SERVICES AERO";;;;;;;;;
"39320;037/2010;2010-05-13;2010-05-13;NULL;Adopt - during the course of training of agricultural pilots - contents of the consultation of Operation Manuals - reinforcing the importance of using the graphics performance of the aircraft.;***;ESCOLAS SAE-AG;AEROAGRÍCOLAS SCHOOLS";;;;;;;;;
"39320;038/2010;2010-05-13;2010-05-13;NULL;Disseminate the lessons learned from this accident in lectures and seminars - especially for agricultural aviation - as well as to issue a DIVOP Seripa.;ACCOMPLISHED;SERIPA-5;FIFTH REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39321;032/2011;2011-05-18;2011-05-27;NULL;Disclose this Report to general aviation pilots - emphasizing the need for completion of the standard traffic pattern - the operation aerodrome registered and approved as well as the stabilized approach concepts.;AWAITING RESPONSE;ABAG;GENERAL AVIATION ASSOCIATION OF BRAZILIAN";;;;;;;;;
"39321;033/2011;2011-05-18;2011-05-27;NULL;Disclose this Report to general aviation pilots - emphasizing the need for completion of the standard traffic pattern - the operation aerodrome registered and approved as well as the stabilized approach concepts.;AWAITING RESPONSE;APPA;DRIVERS AND OWNERS ASSOCIATION OF AIRCRAFT";;;;;;;;;
"39322;093/2011;2011-07-21;2011-08-01;2012-02-06;Make an Flight Safety Inspection in ROTORWEST company - aimed at detecting non-compliance related to not launch flight hours in their aircraft and the use of these in different activities planned for SAE company.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39322;094/2011;2011-07-21;2011-08-01;2014-04-28;Improve oversight mechanisms related to flight schools and flying clubs - to ensure proper registration of the instruction - as well as the correct application of the contents of manuals PPH courses and PCH - especially with regard to the following themes: limiting aircraft weight and balance # # normal and emergency procedures standardization # # briefing and debriefing.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39385;172/D/11;2011-08-01;2011-08-25;2011-09-23;Disclose this final report to the operators of general aviation - in order to raise the alert to check the landing gear before landing.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39405;097/2011;2011-07-21;2011-07-21;NULL;Inform their pilots content of this final report - alerting them to their focal points - particularly in relation to the care that must be taken during flights at low altitude - with unfavorable weather conditions.;***;DIVERSOS-J;Aircraft operator";;;;;;;;;
"39507;065/2011;2011-06-30;2011-08-01;2016-06-15;Review the grant requirements and revalidation of technical capability of agricultural pilot (PAGR) in order to ensure that the pilot has the required knowledge of storage - transport and aircraft fuel supply.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39507;066/2011;2011-06-30;2011-07-19;2016-07-19;Disclose this Report to its members in order to warn about the precautions to be taken in the storage - transport and refueling aircraft farm.;ACCOMPLISHED;SINDAG;UNION NATIONAL AVIATION COMPANY AGRICULTURAL";;;;;;;;;
"39687;IG-509/CENIPA/2017 - 01;2018-05-17;2018-05-17;NULL;Disseminate the lessons learned from this research - seeking to warn operators and maintainers - especially those operating aircraft converted Aviation Gasoline (GAV) for Ethyl Alcohol Hydrated Fuel (AEHC) - about the need for proper analysis of all engine components - occasion of scheduled inspections - to identify possible abnormalities.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39707;088/2011;2011-07-21;2011-08-09;NULL;Prevent the operation of aircraft operation until the effective approval of the airfield.;AWAITING RESPONSE;PREF-CANUTAMA;MUNICIPALITY OF Canutama-AM";;;;;;;;;
"39707;089/2011;2011-07-21;2011-08-09;NULL;Facilitate studies and infrastructure projects with a view to approval of the aerodrome in compliance with the rules of the National Civil Aviation Agency.;AWAITING RESPONSE;PREF-CANUTAMA;MUNICIPALITY OF Canutama-AM";;;;;;;;;
"39707;090/2011;2011-07-21;2011-08-09;NULL;Propose the ratification of the airfield to the National Civil Aviation Agency - according to current regulations.;AWAITING RESPONSE;PREF-CANUTAMA;MUNICIPALITY OF Canutama-AM";;;;;;;;;
"39709;091/2011;2011-07-21;2011-08-09;NULL;Review the 100-hour inspection procedures of PA-31T1 aircraft - aiming to ensure the fulfillment of all procedures provided by the manufacturer - in particular as regards the inspection of brake cylinders for safety and operation.;AWAITING RESPONSE;AXIAL;WORKSHOP AXIAL AVIATION";;;;;;;;;
"39709;092/2011;2011-07-21;2011-08-01;2014-05-14;Conduct a flight safety inspection in the workshop Axial-Aviation Ltd. - in order to verify the situation of maintenance services performed - in particular as regards the inspection of 100 hours of PA-31T1 aircraft.;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39747;063/D/10;2010-04-06;2010-04-16;2010-12-14;To audit the company's operations sector Addey Taxi Aereo Ltda. - Seeking to ensure the adequacy of their training program and General Operations Manual (MGO) - with regard to flight planning - including weight calculations and balancing of aircraft.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39747;064/D/10;2010-04-06;2010-04-16;2010-06-10;Carry out inspection at the aerodrome of Cairu / Lorenzo (SNCL) - seeking to ensure the suitability of its infrastructure conditions - in accordance with the disposal of the IAC 4301.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39747;065/D/10;2010-04-06;2010-04-16;2010-12-14;Intensifying the conduct of ramp inspections at the airport in Salvador - Bahia (SBSV) and Morro airfield of São Paulo - Bahia (SNCL and SNPP) - to monitor the air taxi operations in the high season - focusing on the weight and balance of aircraft and training of pilots.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39747;067/D/10;2010-04-06;2010-04-16;2010-12-14;Adopt mechanisms - because it is an election year in order to guide managers and pilots who work in companies governed by the RBHA 135 - the care necessary for safe operation at aerodromes used by general aviation - warning them of the potential risks arising from the precarious this infrastructure in some of these airfields.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39887;A-557/CENIPA/2015 - 01;2016-04-07;2016-05-18;2017-02-07;Assess the appropriateness of issuing an Airworthiness Directive on meeting the SB R-15A - of October 4 - 1989 - issued by Sensenich Propeller Inc. - in order to become mandatory in Brazil to implement the procedures contained in that report in the fixed-pitch propeller of this manufacturer of metal installed in Brazilian aircraft registration - in order to avoid the possibility of blade breakage due to corrosion and fatigue.;NOT FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39913;400/2011;2011-12-21;2012-02-06;NULL;Conduct CRM training for all company staff involved in air activity.;AWAITING RESPONSE;FLEX;FLEX AERO TAXI-AIR";;;;;;;;;
"39913;401/2011;2011-12-21;2012-02-06;NULL;Disseminate lessons learned in the event the company's crew members - calling attention to the observance of normal and emergency procedures on takeoffs.;AWAITING RESPONSE;FLEX;FLEX AERO TAXI-AIR";;;;;;;;;
"39913;402/2011;2011-12-21;2012-02-06;2012-05-03;Adopt mechanism for dissemination of lessons learned from the occurrence to 208B aircraft operators - calling attention to the observance of normal and emergency procedures on takeoffs.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39916;IG-171/CENIPA/2013 - RSV 001;2013-12-30;2014-03-19;2014-09-26;Disclose the contents of this report during the seminars - lectures and related activities geared to owners - operators and aircraft operators.;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39916;IG-171/CENIPA/2013 - RSV 002;2013-12-30;2014-03-19;2015-09-09;Act with the Leader Taxi-Air - so that mechanisms are established to ensure the use safely the various optional equipment installed in the aircraft listed in the operations specifications of the company.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39930;IG-170/CENIPA/2013 - RSV 001;2013-12-12;2014-02-12;2014-05-22;Work together to taxi-air companies in order that they be given lectures on aerospace medicine for all airmen - as well as the importance of a well-structured medical sector and in companies established to serve as a support to airmen.;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39930;IG-170/CENIPA/2013 - RSV 002;2013-12-12;2014-02-12;2014-08-22;Disclose the contents of this report during the seminars - lectures and related activities geared to owners - operators and operators of aircraft engaged in the Air Taxi-service and Aviation Regular Brazilian.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39933;A-032/CENIPA/2013-RSV001;2013-12-30;2014-08-22;NULL;Disclose the contents of this report during the seminars - lectures and related activities geared to owners - operators and operators of aircraft of the Brazilian general aviation.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39969;141/D/11;2011-07-21;2011-08-29;2011-12-20;Determine the cause of bearing failure verified in the initial analysis engine.;ACCOMPLISHED;GE CELMA;GE CELMA";;;;;;;;;
"39969;142/D/11;2011-07-21;2011-08-29;NULL;Track analysis performed on the damaged bearing GE Aviation.;AWAITING RESPONSE;VARIG;AIR TRAFFIC RIO Grande";;;;;;;;;
"39969;143/D/11;2011-07-21;2011-08-25;2011-09-23;Disclose this Report to 737-7EH aircraft operators.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39969;144/D/11;2011-07-21;2011-08-25;2015-08-06;Follow the analysis of the failed bearing - in order to verify the need to issue Airworthiness Directive by the Primary Authority Engine Certification.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39992;141/2012;2012-03-22;2012-04-20;2016-02-22;Make an assessment of the water flow conditions of the runway of the Campo de Marte Airport - SBMT - in order to verify that it meets the applicable requirements.;NOT FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39992;142/2012;2012-03-22;2012-04-20;2016-02-22;Conduct studies - with the DECEA and INFRAERO - on the feasibility of installing at airports measuring rainfall equipment (rain gauges) as well as create a measure conversion table for the establishment of water depth based on the index precipitation - coordinate the dissemination of information and also establish the necessary regulations.;NOT FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39992;143/2012;2012-03-22;2012-04-20;NULL;Strengthen in its training program for pilots operating on short runways and in adverse weather conditions - paying special attention to the proper use of the brakes of the aircraft and to calculate the landing distance for the wet and contaminated runway.;AWAITING RESPONSE;MINAS TPR;MINAS AIRLINES";;;;;;;;;
"39992;144/2012;2012-03-22;2012-03-22;NULL;Evaluate the operation of the procedures provided for the Mars Field Control Tower regarding the presence of the next accident aircraft landing strip.;AWAITING RESPONSE;DECEA;DEPARTMENT OF SPACE CONTROL AIR";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-1;FIRST REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-2;SECOND REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-3;THIRD REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-4;FOURTH REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-5;FIFTH REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-6;SIXTH REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39992;145/2012;2012-03-22;2012-03-22;NULL;Disseminate the teachings of this report in its area of ​​operation during the seminars - lectures and related activities.;ACCOMPLISHED;SERIPA-7;SEVENTH REGIONAL SERVICE FOR RESEARCH AND AIRCRAFT ACCIDENT PREVENTION";;;;;;;;;
"39993;173/D/11;2011-08-01;2011-08-25;2012-09-19;Conduct a flight safety inspection in OTHER -. Works Workshops United Aircraft Ltd. in order to verify the conformity of their maintenance services to the legislation - in particular with regard to the supervision of the work performed.;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"39993;174/D/11;2011-08-01;2011-08-25;2014-10-27;Conduct a flight safety inspection in Flytec - Aviation Services Ltd. in order to verify the conformity of their maintenance services to the legislation in force - in particular regarding the maintenance and carburetors review..;ALTERNATIVE WAY FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;463/2012;2012-11-19;2012-12-11;2014-01-21;Study the feasibility of modifying the current regulations in order to establish a level of requirements - both certification - and for the operation - compatible with the type of operation developed by companies operating aircraft whose ownership is shared.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;464/2012;2012-11-19;2012-12-11;2014-01-21;Study the feasibility of determining the operator the immediate implementation - the organizational structure of the company - an accident prevention sector - endowed with the human resources and materials for the development of activities necessary to obtain and maintain an acceptable level of flight safety.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;465/2012;2012-11-19;2012-12-11;2014-01-21;Study the feasibility of determining the operator the immediate adaptation of the training program of pilots to the instructions contained in the IAC 135-1002.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;466/2012;2012-11-19;2012-12-11;2014-01-21;Study the feasibility of establishing limitations on the variety of types and models of aircraft to be operated simultaneously by the drivers as well as to establish the need to draw up a complete training program for each aircraft type.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;467/2012;2012-11-19;2012-12-11;2014-01-21;Determine the operator to establish processes and procedures that could support decision making for all involved in air activity and improve the oversight capacity of the perpetrators.;NOT FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;468/2012;2012-11-19;2012-12-11;2013-04-19;Adopt mechanisms to disseminate the teachings and flight safety recommendations contained in this research to AS-350 aircraft operators and aviation schools - emphasizing the aspects related to operational differences between B3 and B3 + models and stressing the importance of standardization in the activity air.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;469/2012;2012-11-19;2012-12-11;2014-01-21;Study the feasibility of determining the operator the immediate appointment and standardization of flight instructors of the company.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40069;470/2012;2012-11-19;2012-12-11;NULL;Disseminate lessons and flight safety recommendations contained in this research to AS-350 aircraft pilots and the aviation community - emphasizing the aspects related to operational differences between B3 models and B3 + and stressing the importance of standardization in air activity.;AWAITING RESPONSE;ABRAPHE;ASSOCIATION OF HELICOPTER PILOTS OF BRAZILIAN";;;;;;;;;
"40087;019/2010;2010-04-30;2010-04-30;NULL;Recycle up as the fuel drain procedures C-210H aircraft.;***;DIVERSOS-J;Aircraft operator";;;;;;;;;
"40087;020/2010;2010-04-30;2010-04-30;NULL;Recycle in relation to all checks provided for emergency procedures in the aircraft checklist.;***;DIVERSOS-J;Aircraft operator";;;;;;;;;
"40087;021/2010;2010-04-30;2010-04-30;NULL;Perform maintenance work on the aircraft whenever any of its parameters are out of schedule.;***;DIVERSOS-J;Aircraft operator";;;;;;;;;
"40087;022/2010;2010-04-30;2010-04-30;NULL;Recycle with respect to Part 91.;***;DIVERSOS-J;Aircraft operator";;;;;;;;;
"40088;098/2011;2011-07-21;2011-08-01;2012-07-17;Conduct a flight safety inspection of the sector responsible for aircraft of the State of Roraima - in order to verify its operational conditions - especially regarding the planning of flights and the surveillance of air activity.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40088;099/2011;2011-07-21;2011-08-09;NULL;Halt the operation of aircraft on the runway until the effective approval of the airfield.;AWAITING RESPONSE;PREF-UIRAMUTÃ;MUNICIPALITY OF Uiramutã";;;;;;;;;
"40088;100/2011;2011-07-21;2011-08-09;NULL;Facilitate studies and infrastructure projects for the approval of the aerodrome in compliance with current legislation.;AWAITING RESPONSE;PREF-UIRAMUTÃ;MUNICIPALITY OF Uiramutã";;;;;;;;;
"40147;093/2012;2012-02-22;2012-12-11;2015-08-06;Review by the Primary Certification Authority the feasibility of reducing the review interval set of brakes in which is performed the visual inspection procedure - especially where frequent operation of the aircraft on short runways.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40147;094/2012;2012-02-22;2012-12-11;2015-08-06;Review by the Primary Certification Authority if the supply of the fixing pins of the brake pads by the manufacturer meets the applicable design requirements - since only come with the purchase of the complete set of brakes.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40147;095/2012;2012-02-22;2012-12-11;2015-08-06;Review by the Primary Certification Authority the possibility of identifying the mounting pins by Part Number (PN) so as to prevent them from being manufactured in maintenance workshops.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40148;175/2011;2011-08-01;2011-08-25;2014-07-17;Increase the proficiency check of general aviation pilots regarding the planning of flights - in order to ensure their ability to provide for adequate autonomy for the flight to be conducted.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40149;208/2011;2011-08-29;2011-09-29;2014-07-17;Increase the means of control and inspection of his examiners - to ensure that the activities carried out by them meet the procedures - rules and regulations laid down.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40149;209/2011;2011-08-29;2011-09-29;2011-10-31;Disseminate the lessons learned from this aircraft accident - in order to emphasize the Civil Aviation Inspectors and examiners accredited the importance of following the procedures established in the flight manual of the aircraft.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40171;036/2011;2011-05-18;2011-05-27;2014-10-27;Conduct an audit at the Aero Club of Porto Nacional in order to check compliance of maintenance services with the applicable requirements.;NOT FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40171;037/2011;2011-05-18;2011-05-27;2011-09-15;Increase oversight of flying clubs and aviation schools - to detect and correct irregularities in the maintenance process of the aircraft before it will contribute to the occurrence of aircraft accidents.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40190;018/D/11;2011-04-27;2011-04-29;NULL;Promote the dissemination of the teachings of the incident to the technical crew in order to mitigate the possibility of the recurrence of this type of occurrence.;AWAITING RESPONSE;AVIANCA;AVIANCA AIRLINES";;;;;;;;;
"40190;019/D/11;2011-04-27;2011-04-29;NULL;Re-evaluate the procedures in the operating routine of the technical crew with regard to the procedures after landing and consultation with the aerodrome charts (ADC) that guide the taxi insurance their aircraft toward the parking lots - reducing in this way any possibility of a foray into track.;AWAITING RESPONSE;AVIANCA;AVIANCA AIRLINES";;;;;;;;;
"40190;020/D/11;2011-04-27;2011-04-29;2011-10-24;Reassess the vertical orientation of existing signaling aircraft in 10/28 of SBGL system is meeting the minimum security provided for in Chapter 5 of Annex 14 of ICAO.;***;INFRAERO;ENTERPRISE INFRASTRUCTURE BRAZILIAN AIRPORT";;;;;;;;;
"40213;IG-532/CENIPA/2018 -01;2020-05-29;2020-06-23;NULL;ACT TOGETHER TO BRAZILIAN CIVIL AIRCRAFT OPERATORS - strengthen END OF THE FAITHFUL COMPLIANCE WITH CHAPTER VI OF THE CODE Brazilian Aeronautical - ACCESS TO AIRCRAFT wreckage - INCORPORATED IN THE MIDDLE OF THE LAW No. 12 970 - DE 8 OF MAY 2014.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40214;210/2011;2011-08-29;2011-09-29;2012-02-13;Conduct a flight safety inspection at the National Indian Foundation - in order to verify its operational conditions.;NOT FULFILLED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40264;146/2012;2012-03-22;2012-04-20;2012-10-30;Disseminate the lessons learned in this study to Taxi-Air companies - warning about the risks of a poor flight planning and inadequate management oversight.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
"40264;147/2012;2012-03-22;2012-04-20;NULL;Create mechanisms of supervision of their air activities in order to ensure proper planning of flights - in particular with respect to prior knowledge of the aerodrome features in use.;AWAITING RESPONSE;JM;JM AIR TAXI";;;;;;;;;
"40267;IG-580/CENIPA/2016 - 01;2018-12-04;2018-12-04;NULL;Act with the Addey Taxi Aereo Ltda. In order to check if the operator keeps updated records of all maintenance services performed and the components installed in their aircraft in the manner and within established in the Civil Aviation Regulation 135.;ACCOMPLISHED;ANAC;NATIONAL CIVIL AVIATION AGENCY";;;;;;;;;
